"material","sample","date","laboratory","site","stratigraphy","artefact","part","decoration","LOI","CaO","Fe2O3","TiO2","K2O","SiO2","Al2O3","MgO","MnO","P2O5","Zr","Sr","Rb","Zn","Cr","Ni","La","Ba","V","Ce","Y","Cu","phase"
"74","céramique","BDX15653","2013-09-07","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","13169","unknown","rim",FALSE,5.85,14.3,5.79,1.035,1.8,51.8,21.46,3.04,0.0379,0.12,0.0212,0.0348,0.0104,0.0048,0.0088,0.0027,0.0057,0.0346,0.0124,0.0066,0.0025,0.0016,3
"75","céramique","BDX15654","2013-09-07","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","13169","kalathos","rim",TRUE,5.8,15.04,5.37,1.024,1.92,50.93,21.66,2.93,0.0399,0.13,0.0204,0.0361,0.0104,0.0047,0.0088,0.0024,0.0044,0.0318,0.0115,0.0094,0.0028,0.0014,3
"76","céramique","BDX15655","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","unknown","body",FALSE,4.83,11.45,6.07,1.122,1.87,52.81,23.41,2.67,0.0338,0.12,0.022,0.0351,0.0098,0.0044,0.0106,0.0022,0.0044,0.0307,0.013,0.0082,0.0028,0.002,3
"77","céramique","BDX15656","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","rim",TRUE,4.94,13.16,6.02,1.077,1.93,52.19,22.46,2.84,0.0355,0.13,0.021,0.0358,0.0108,0.0047,0.0099,0.0019,0.0039,0.0329,0.014,0.0081,0.0027,0.0013,3
"78","céramique","BDX15657","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","unknown","rim",FALSE,6.75,16.1,5.32,0.91,2.14,50.37,20.57,3.74,0.0477,0.19,0.0185,0.0571,0.0112,0.0072,0.0084,0.0032,0.0046,0.0544,0.0116,0.0124,0.0031,0.0037,3
"79","céramique","BDX15658","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","13169","tile","body",FALSE,7.13,16.45,5.34,0.911,2.09,50.44,20.49,3.61,0.0472,0.2,0.0183,0.0619,0.0112,0.0072,0.0086,0.0034,0.0054,0.0447,0.0112,0.0108,0.003,0.0035,3
"80","céramique","BDX15659","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","13169","tile","body",FALSE,9.28,15.77,5.27,0.953,1.93,50.14,21.32,3.73,0.0448,0.17,0.0187,0.061,0.0101,0.0064,0.0077,0.0039,0.0069,0.0428,0.0108,0.0137,0.0033,0.0033,3
"81","céramique","BDX15660","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","body",TRUE,5.53,17.81,5.3,0.907,2.05,49.44,20.46,3.72,0.05,0.18,0.0187,0.0468,0.0115,0.007,0.0089,0.0035,0.0057,0.0438,0.0114,0.0117,0.0032,0.0033,3
"82","céramique","BDX15661","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","rim",TRUE,6.84,16.32,5.38,1.004,1.86,49.9,21.13,3.17,0.0432,0.19,0.02,0.0471,0.0102,0.0061,0.0091,0.0041,0.0054,0.0404,0.012,0.0123,0.0027,0.0023,3
"83","céramique","BDX15662","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","rim",FALSE,9.21,16.56,5.29,0.96,2,50.21,20.49,2.74,0.0447,0.17,0.0192,0.0536,0.0104,0.0061,0.0085,0.0028,0.0057,0.0641,0.0099,0.0096,0.0027,0.0025,3
"84","céramique","BDX15663","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","loom weight","body",FALSE,5.77,12.84,5.39,1.066,1.72,54.48,21.15,2.55,0.0355,0.16,0.0235,0.0458,0.0093,0.005,0.0089,0.0027,0.0058,0.043,0.0103,0.0102,0.003,0.0024,3
"85","céramique","BDX15664","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","pot","rim",FALSE,3.52,16.25,5.29,0.923,2.16,50.42,20.93,3.85,0.0511,0.21,0.0186,0.0443,0.0119,0.0074,0.0086,0.0038,0.0056,0.0426,0.0112,0.0117,0.003,0.0026,3
"86","céramique","BDX15665","2013-09-09","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","body",TRUE,7.37,15.95,4.8,0.966,1.95,50.52,21.23,3.77,0.0413,0.16,0.0191,0.0465,0.0105,0.0063,0.0087,0.0036,0.005,0.0422,0.0122,0.0098,0.0031,0.0025,3
"87","céramique","BDX15666","2013-09-10","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","storage jar","rim",FALSE,6.09,13.93,4.63,1.087,1.74,52.74,22.73,2.66,0.034,0.16,0.0216,0.0493,0.0099,0.0047,0.0087,0.0031,0.0057,0.0356,0.0106,0.0107,0.0028,0.0023,3
"88","céramique","BDX15667","2013-09-10","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","storage jar","rim",FALSE,7.02,15.12,5.23,1.051,1.86,51.75,21.38,2.78,0.0409,0.19,0.0214,0.0486,0.0102,0.0056,0.0088,0.0031,0.0042,0.0497,0.0108,0.0101,0.003,0.0019,3
"89","céramique","BDX15668","2013-09-10","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","cup","rim",TRUE,4.92,16.08,5.28,0.981,1.84,49.89,21.08,3.39,0.045,0.17,0.02,0.0376,0.0101,0.0059,0.0089,0.0033,0.0071,0.0366,0.0114,0.0122,0.0028,0.0025,3
"90","céramique","BDX15669","2013-09-10","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","21041","goblet","rim",FALSE,8.19,14.78,5.28,1.056,1.79,51.93,21.25,3.43,0.0379,0.17,0.0208,0.0597,0.0093,0.0053,0.0088,0.0029,0.0067,0.0435,0.0118,0.0103,0.0028,0.0024,3
"91","céramique","BDX17435","2016-04-29","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","12138","storage jar","body",FALSE,0.85,15.536663806868,4.14,1.02633257574538,1.84666064255935,52.0099897455597,20.4333295275075,3.08332973232272,0.041066477125444,0.18,0.0249666221231926,0.0291,0.0107,0.0053,0.0100332228354209,0.00326632418085569,0.00775770998250509,0.0338324120423958,0.010566247809306,0.0182647694289915,0.00446641665886148,0.00329898958964903,1
"92","céramique","BDX17434","2016-04-29","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","12138","storage jar","body",FALSE,0.77,15.5533326190476,4.09,1.00999966996689,1.83,51.613330534421,20.2099983506514,3.08332973232272,0.0411331443914197,0.18,0.0239666202629044,0.0278666267624051,0.0103665592546617,0.0052,0.0103996794773012,0.00306630167888894,0.00856456939344557,0.0340905911669745,0.0104281902835439,0.0227663245550905,0.00433307822298285,0.00276626177523507,1
"93","céramique","BDX17433","2016-04-28","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","common ware","body",FALSE,0.75,16.4733326589335,4.35,0.991999663978381,1.94,50.2433317854093,21.1399984232102,2.99332962413197,0.0400333055940716,0.19,0.0228332847187888,0.0313,0.0102996763652358,0.00413306594408553,0.00936654775976226,0.00363209470633521,0.0084988325963063,0.0342972650937274,0.0109320048042035,0.0183666060972037,0.00283294419876877,0.00359907383582226,2
"94","céramique","BDX17432","2016-04-28","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","cup","body",FALSE,1.5,16.7233286833611,5.5,1.00399966799458,1.23,49.3466495564399,20.5033165429284,3.4,0.0436997715149502,0.22,0.0219666160336904,0.0323666323141902,0.0096,0.0054,0.00943285994730479,0.00309892435799831,0.00557068009105495,0.039566132659855,0.0103319271991152,0.0147970897613516,0.0027,0.00263161596439158,2
"95","céramique","BDX17431","2016-04-28","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","cup","body",FALSE,1.87,15.7733305148438,5.68,1.04033290593715,2.09,49.8633170725523,20.6833198960804,3.38,0.045199926253567,0.21,0.0228,0.034566538255487,0.0113665687230041,0.00636649153263423,0.0101665571369848,0.0033990193250105,0.00616595105729001,0.0383628302436195,0.00929856608716842,0.0120593128308065,0.00286513950266268,0.00313189411293509,2
"96","céramique","BDX17430","2016-04-28","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","common ware","body",FALSE,1.18,18.5999982078851,5.14,0.895666542581783,1.57,48.8133235427831,19.6099983001868,3.32666332441881,0.0457997813405272,0.19,0.0218,0.0327,0.0104665602830862,0.0053,0.0088,0.0034,0.00953286493642523,0.0373659254785598,0.00969896187565092,0.0217656952815094,0.00279880901729571,0.00256622994387314,2
"97","céramique","BDX17429","2016-04-28","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","cup","rim",FALSE,2.13,15.6533326236101,5.55333133333293,1.01133289367616,2.13,49.7299979888717,20.5966628898526,3.39666339334249,0.0450331607428524,0.24,0.0228,0.0359999074071693,0.0116665712463851,0.00623315571063597,0.00913284432117568,0.00343301177327962,0.00578443109566138,0.0382966213527543,0.00913174118741435,0.0130275549651089,0.00283294419876877,0.00296628928134495,2
"98","céramique","BDX17428","2016-04-27","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","cup","body",FALSE,1.37,16.776664018186,5.55333133333293,1.00266655582649,1.33665834024314,48.9033317429974,20.3799885460451,3.43333009917899,0.0464330218512147,0.2,0.0228332847187888,0.0313998938425286,0.0109,0.00566646981246183,0.00946654901879405,0.00306630167888894,0.00544469084296803,0.036965826494021,0.0101986926428978,0.013729819431733,0.0027,0.00276626177523507,2
"99","céramique","BDX22203","2016-04-30","ArAr (UMR 5138)","Mas de Moreno (Foz-Calanda, Teruel, Spain)","15227","cup","body",FALSE,0.64,13.9733325382944,5.07,1.12766656811537,1.55,51.1133089926028,23.0566575091773,2.63332911747798,0.0323666323141902,0.126577345461767,0.023,0.0260332906893713,0.00903321063302274,0.00416639856052673,0.00986655379913092,0.00333300218932641,0.00492847504837481,0.0285631226332517,0.0109990963444991,0.0104306418786308,0.00276626177523507,0.0027329300746881,2
"100","terre crue","BDX14914","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","rim",NA,19.48,17.17,4.73,0.999,1.71,51.16,20.66,2.85,0.0366,0.17,0.0243,0.0251,0.0106,0.0052,0.0088,0.0036,0.0056,0.0298,0.0127,0.0105,0.0034,0.0014,2
"101","terre crue","BDX14915","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.89,16.98,4.96,0.974,1.61,50.8,19.51,3.46,0.0387,0.17,0.0237,0.0236,0.0093,0.004,0.009,0.0046,0.0051,0.0289,0.0121,0.0114,0.0033,0.0011,2
"102","terre crue","BDX14916","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","rim",NA,20.65,20.71,4.25,0.911,1.65,48.09,19.68,2.94,0.0334,0.19,0.0214,0.027,0.0095,0.0044,0.0087,0.0052,0.0024,0.029,0.0122,0.0147,0.0031,0.0013,2
"103","terre crue","BDX14917","2012-03-07","ArAr (UMR 5138)",NA,"15312","kalathos","rim",NA,18.76,17.17,4.64,1.007,1.71,51.34,20.89,2.88,0.0373,0.19,0.0242,0.0254,0.0104,0.0058,0.0085,0.0028,0.0057,0.0286,0.0114,0.0099,0.0037,0.0013,2
"104","terre crue","BDX14918","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.91,17.33,4.56,0.997,1.69,51.1,20.69,2.86,0.0394,0.22,0.024,0.0257,0.0104,0.0058,0.0086,0.003,0.0075,0.0299,0.012,0.0115,0.0037,0.0012,2
"105","terre crue","BDX14919","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","handle",NA,20.15,19.46,4.39,0.947,1.72,49.44,20.14,2.94,0.0373,0.15,0.023,0.027,0.0107,0.0052,0.0082,0.0019,0.006,0.0282,0.0115,0.0105,0.0032,0.0012,2
"106","terre crue","BDX14920","2012-03-07","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.52,16.52,4.8,1.022,1.74,51.66,21.09,2.87,0.0364,0.17,0.0244,0.0242,0.0106,0.0053,0.0089,0.0022,0.0065,0.0312,0.0121,0.0114,0.0034,0.0016,2
"107","terre crue","BDX14921","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","floor",NA,18.32,16.5,4.66,1.017,1.72,51.9,20.97,2.88,0.0385,0.23,0.0246,0.0247,0.0106,0.0056,0.0092,0.0022,0.0045,0.0313,0.0122,0.0109,0.0038,0.0016,2
"108","terre crue","BDX14922","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","handle",NA,20.69,21.32,4.3,0.926,1.69,48.31,19.7,2.93,0.0328,0.14,0.0224,0.0272,0.0104,0.0055,0.0081,0.002,0.0039,0.0299,0.0112,0.0098,0.0029,0.0014,2
"109","terre crue","BDX14923","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.64,16.51,4.81,1.019,1.72,51.42,20.85,2.88,0.0334,0.2,0.0247,0.0248,0.0106,0.0057,0.0089,0.003,0.0049,0.0286,0.0122,0.0106,0.0035,0.0014,2
"110","terre crue","BDX14924","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.64,16.78,4.64,1.007,1.73,51.66,20.85,2.92,0.0322,0.27,0.0244,0.0257,0.0111,0.0058,0.0085,0.0027,0.0055,0.0295,0.012,0.0084,0.0035,0.0019,2
"111","terre crue","BDX14925","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,18.53,16.66,4.81,1.019,1.7,51.33,20.84,2.87,0.0398,0.25,0.0245,0.0283,0.0105,0.0057,0.009,0.0016,0.0034,0.0331,0.0128,0.0087,0.0035,0.0017,2
"112","terre crue","BDX14926","2012-03-08","ArAr (UMR 5138)",NA,"15312","unknown","body",NA,19.92,19.63,4.88,0.935,1.75,49.39,19.35,3.29,0.0385,0.16,0.0222,0.0298,0.0103,0.0052,0.0083,0.0022,0.0075,0.0259,0.0136,0.0157,0.0031,0.0017,2
"113","terre crue","BDX15030","2012-03-08","ArAr (UMR 5138)",NA,"15205","loom weight","body",NA,19.99,19.33,4.01,0.951,1.7,50.61,19.93,2.88,0.0369,0.13,0.0246,0.0238,0.0108,0.0052,0.0085,0.0023,0.006,0.0272,0.0112,0.0101,0.0036,0.0015,2
"114","terre crue","BDX15031","2012-03-08","ArAr (UMR 5138)",NA,"15205","loom weight","body",NA,20.59,20.62,4,0.921,1.72,49.91,19.37,2.95,0.041,0.14,0.024,0.0246,0.0106,0.0054,0.0082,0.0027,0.0034,0.0276,0.0114,0.0133,0.0033,0.0015,2
